selectivity,mult,query_idx,recall_at_k,completeness_at_k,candidates,lat_p50_ms
0.09938781379678704,20,17,1.0,1.0,200,4.963751998730004
0.09938781379678704,50,17,1.0,1.0,500,6.3505019643343985
0.09938781379678704,100,17,1.0,1.0,1000,10.494401038158685
0.09938781379678704,1,18,0.1,0.1,10,4.008200950920582
0.09938781379678704,2,18,0.1,0.1,20,4.138457006774843
0.09938781379678704,5,18,0.3,0.3,50,4.318810009863228
0.09938781379678704,10,18,0.9,0.9,100,4.439228039700538
0.09938781379678704,20,18,1.0,1.0,200,4.842903988901526
0.09938781379678704,50,18,1.0,1.0,500,6.907169008627534
0.09938781379678704,100,18,1.0,1.0,1000,11.874015966895968
0.09938781379678704,1,19,0.1,0.1,10,4.008801013696939
0.09938781379678704,2,19,0.1,0.1,20,4.002941015642136
0.09938781379678704,5,19,0.5,0.5,50,4.044660017825663
0.09938781379678704,10,19,0.6,0.6,100,4.3034799746237695
0.09938781379678704,20,19,1.0,1.0,200,4.9091800465248525
0.09938781379678704,50,19,1.0,1.0,500,6.360150990076363
0.09938781379678704,100,19,1.0,1.0,1000,10.58652502251789
0.05082378076338387,1,0,0.2,0.2,10,4.091598966624588
0.05082378076338387,2,0,0.2,0.2,20,3.9097339613363147
0.05082378076338387,5,0,0.2,0.2,50,4.119150980841368
0.05082378076338387,10,0,0.4,0.4,100,4.505033022724092
0.05082378076338387,20,0,0.6,0.6,200,4.799811984412372
0.05082378076338387,50,0,1.0,1.0,500,6.164951017126441
0.05082378076338387,100,0,1.0,1.0,1000,10.428995999973267
0.05082378076338387,1,1,0.0,0.0,10,4.194464010652155
0.05082378076338387,2,1,0.1,0.1,20,4.197039001155645
0.05082378076338387,5,1,0.4,0.4,50,4.18383302167058
0.05082378076338387,10,1,0.9,0.9,100,4.169166029896587
0.05082378076338387,20,1,1.0,1.0,200,4.94472699938342
0.05082378076338387,50,1,1.0,1.0,500,7.184132991824299
0.05082378076338387,100,1,1.0,1.0,1000,11.513703968375921
0.05082378076338387,1,2,0.1,0.1,10,4.309442010708153
0.05082378076338387,2,2,0.1,0.1,20,4.039551015011966
0.05082378076338387,5,2,0.4,0.4,50,3.955931984819472
0.05082378076338387,10,2,0.4,0.4,100,4.859485023189336
0.05082378076338387,20,2,1.0,1.0,200,5.716169020161033
0.05082378076338387,50,2,1.0,1.0,500,10.394089971669018
0.05082378076338387,100,2,1.0,1.0,1000,14.681631000712514
0.05082378076338387,1,3,0.1,0.1,10,5.484650027938187
0.05082378076338387,2,3,0.1,0.1,20,5.602293997071683
0.05082378076338387,5,3,0.5,0.5,50,5.960012029390782
0.05082378076338387,10,3,0.9,0.9,100,6.315055012237281
0.05082378076338387,20,3,1.0,1.0,200,7.037936011329293
0.05082378076338387,50,3,1.0,1.0,500,6.922386994119734
0.05082378076338387,100,3,1.0,1.0,1000,13.010882015805691
0.05082378076338387,1,4,0.0,0.0,10,4.560879024211317
0.05082378076338387,2,4,0.0,0.0,20,4.519149020779878
0.05082378076338387,5,4,0.2,0.2,50,4.784673044923693
0.05082378076338387,10,4,0.7,0.7,100,4.346151952631772
0.05082378076338387,20,4,1.0,1.0,200,5.692433973308653
0.05082378076338387,50,4,1.0,1.0,500,6.759046984370798
0.05082378076338387,100,4,1.0,1.0,1000,11.77562098018825
0.05082378076338387,1,5,0.0,0.0,10,4.077321966178715
0.05082378076338387,2,5,0.0,0.0,20,4.09585697343573
0.05082378076338387,5,5,0.1,0.1,50,4.549997975118458
0.05082378076338387,10,5,0.5,0.5,100,4.701816011220217
0.05082378076338387,20,5,1.0,1.0,200,5.2911239909008145
0.05082378076338387,50,5,1.0,1.0,500,6.308121955953538
0.05082378076338387,100,5,1.0,1.0,1000,9.674425993580371
0.05082378076338387,1,6,0.0,0.0,10,4.439348005689681
0.05082378076338387,2,6,0.0,0.0,20,4.4834319851361215
0.05082378076338387,5,6,0.3,0.3,50,4.633306001778692
0.05082378076338387,10,6,0.7,0.7,100,5.103808012790978
0.05082378076338387,20,6,1.0,1.0,200,5.670954007655382
0.05082378076338387,50,6,1.0,1.0,500,6.89904298633337
0.05082378076338387,100,6,1.0,1.0,1000,11.54536398826167
0.05082378076338387,1,7,0.0,0.0,10,4.913558019325137
0.05082378076338387,2,7,0.0,0.0,20,4.597669001668692
0.05082378076338387,5,7,0.3,0.3,50,4.671539005357772
0.05082378076338387,10,7,0.8,0.8,100,5.342631018720567
0.05082378076338387,20,7,1.0,1.0,200,6.187563005369157
0.05082378076338387,50,7,1.0,1.0,500,7.806633017025888
0.05082378076338387,100,7,1.0,1.0,1000,12.968070979695767
0.05082378076338387,1,8,0.0,0.0,10,6.0139939887449145
0.05082378076338387,2,8,0.0,0.0,20,6.459920026827604
0.05082378076338387,5,8,0.5,0.5,50,5.8142050402238965
0.05082378076338387,10,8,0.6,0.6,100,5.829124012961984
0.05082378076338387,20,8,0.9,1.0,200,6.863294984214008
0.05082378076338387,50,8,0.9,1.0,500,9.936012036632746
0.05082378076338387,100,8,1.0,1.0,1000,14.868114027194679
0.05082378076338387,1,9,0.2,0.2,10,4.545920994132757
0.05082378076338387,2,9,0.3,0.3,20,6.037768966052681
0.05082378076338387,5,9,0.6,0.6,50,7.147083000745624
0.05082378076338387,10,9,0.8,0.8,100,4.455098998732865
0.05082378076338387,20,9,0.9,1.0,200,5.234457028564066
0.05082378076338387,50,9,1.0,1.0,500,7.345409016124904
0.05082378076338387,100,9,1.0,1.0,1000,12.557923968415707
0.05082378076338387,1,10,0.0,0.0,10,4.047746013384312
0.05082378076338387,2,10,0.0,0.0,20,3.978003980591893
0.05082378076338387,5,10,0.3,0.3,50,4.311727010644972
0.05082378076338387,10,10,0.7,0.7,100,4.752912966068834
0.05082378076338387,20,10,1.0,1.0,200,4.995181981939822
0.05082378076338387,50,10,1.0,1.0,500,7.249546993989497
0.05082378076338387,100,10,1.0,1.0,1000,15.016495017334819
0.05082378076338387,1,11,0.0,0.0,10,4.32631402509287
0.05082378076338387,2,11,0.1,0.1,20,4.317387007176876
0.05082378076338387,5,11,0.2,0.2,50,4.3939019669778645
0.05082378076338387,10,11,0.4,0.4,100,4.427675972692668
0.05082378076338387,20,11,0.7,0.7,200,4.8518499825149775
